TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
昭君怨·赋松上鸥,宋代,杨万里,偶听松梢扑鹿，知是沙鸥来宿。#稚子莫喧哗，恐惊他。#俄倾忽然飞去，飞去不知何处？#我已乞归休，报沙鸥。,偶尔听到窗外松树上拍打翅膀扑扑鹿鹿的声音，知道沙鸥在夜宿，十分惊喜。小孩子声音小一些，别惊动了鸥鸟。不一会儿工夫，沙鸥突然振翅远飞，不知道它落到何处去了。告诉沙鸥，我已经向朝廷提出请求，要辞官归隐了。,杨万里，字廷秀，号诚斋，男，汉族。吉州吉水（今江西省吉水县）人。南宋杰出诗人，与尤袤、范成大、陆游合称南宋“中兴四大诗人”、“南宋四大家”。
好事近·七月十三日夜登万花川谷望月作,宋代,杨万里,月未到诚斋，先到万花川谷。#不是诚斋无月，隔一林修竹。#如今才是十三夜，月色已如玉。#未是秋光奇绝，看十五十六。,月亮还未照到我的书斋前，先照到了万花川谷，不是书斋没有月光，而是被高高的竹林隔着。现在才是农历七月十三的夜晚，圆月已像白玉雕成的一样。秋月还没到最美的时候，到了十五、十六日夜晚你再看，那才是最好的。,杨万里，字廷秀，号诚斋，男，汉族。吉州吉水（今江西省吉水县）人。南宋杰出诗人，与尤袤、范成大、陆游合称南宋“中兴四大诗人”、“南宋四大家”。
卜算子·不是爱风尘,宋代,严蕊,不是爱风尘，似被前缘误。#花落花开自有时，总赖东君主。#去也终须去，住也如何住！#若得山花插满头，莫问奴归处。,我自己并不是生性喜好风尘生活，之所以沦落风尘，是为前生的因缘（即所谓宿命）所致花落花开自有一定的时候，可这一切都只能依靠司其之神东君来作主。该离终须要离开，离开这里又如何能待下去。若能将山花插满头，不需要问我归向何处。,严蕊（生卒年不详），原姓周，字幼芳，南宋中叶女词人。出身低微，自小习乐礼诗书，严蕊沦为台州营妓，改严蕊艺名。　　严蕊善操琴、弈棋、歌舞、丝竹、书画，学识通晓古今，诗词语意清新，四方闻名，有不远千里慕名相访。
六州歌头·长淮望断,宋代,张孝祥,长淮望断，关塞莽然平。#征尘暗，霜风劲，悄边声。#黯销凝。#追想当年事，殆天数，非人力，洙泗上，弦歌地，亦膻腥。#隔水毡乡，落日牛羊下，区脱纵横。#看名王宵猎，骑火一川明。#笳鼓悲鸣。#遣人惊。#念腰间箭，匣中剑，空埃蠹，竟何成。#时易失，心徒壮，岁将零。#渺神京。#干羽方怀远，静烽燧，且休兵。#冠盖使，纷驰骛，若为情。#闻道中原遗老，常南望、翠葆霓旌。#使行人到此，忠愤气填膺。#有泪如倾。,N/A,张孝祥（1132年－1169年），字安国，号于湖居士，汉族，简州（今属四川）人，生于明州鄞县。宋朝词人。著有《于湖集》40卷、《于湖词》1卷。其才思敏捷，词豪放爽朗，风格与苏轼相近，孝祥“尝慕东坡，每作为诗文，必问门人曰：‘比东坡如何？’”
水调歌头·和庞佑父,宋代,张孝祥,雪洗虏尘静，风约楚云留。#何人为写悲壮，吹角古城楼。#湖海平生豪气，关塞如今风景，剪烛看吴钩。#剩喜燃犀处，骇浪与天浮。#忆当年，周与谢，富春秋，小乔初嫁，香囊未解，勋业故优游。#赤壁矶头落照，肥水桥边衰草，渺渺唤人愁。#我欲乘风去，击楫誓中流。,N/A,张孝祥（1132年－1169年），字安国，号于湖居士，汉族，简州（今属四川）人，生于明州鄞县。宋朝词人。著有《于湖集》40卷、《于湖词》1卷。其才思敏捷，词豪放爽朗，风格与苏轼相近，孝祥“尝慕东坡，每作为诗文，必问门人曰：‘比东坡如何？’”
念奴娇·过洞庭,宋代,张孝祥,洞庭青草，近中秋，更无一点风色。#玉界琼田三万顷，着我扁舟一叶。#素月分辉，明河共影，表里俱澄澈。#悠然心会，妙处难与君说。#应念岭表经年，孤光自照，肝胆皆冰雪。#短发萧骚襟袖冷，稳泛沧浪空阔。#尽挹西江，细斟北斗，万象为宾客。#扣舷独啸，不知今夕何夕。,N/A,张孝祥（1132年－1169年），字安国，号于湖居士，汉族，简州（今属四川）人，生于明州鄞县。宋朝词人。著有《于湖集》40卷、《于湖词》1卷。其才思敏捷，词豪放爽朗，风格与苏轼相近，孝祥“尝慕东坡，每作为诗文，必问门人曰：‘比东坡如何？’”
西江月·问讯湖边春色,宋代,张孝祥,问讯湖边春色，重来又是三年。#东风吹我过湖船，杨柳丝丝拂面。#世路如今已惯，此心到处悠然。#寒光亭下水如天，飞起沙鸥一片。,问候这湖中的春水，岸上的春花，林间的春鸟，你们太美了，这次的到来距前次已是三年了。东风顺吹，我驾船驶过湖面，杨柳丝丝拂面，似对我的到来表示欢迎。人生道路上的曲折、沉浮我已习惯，无论到哪里，我的心一片悠然。寒光亭下，湖水映照天空，真是天水一色，水面上飞起一群沙鸥。,张孝祥（1132年－1169年），字安国，号于湖居士，汉族，简州（今属四川）人，生于明州鄞县。宋朝词人。著有《于湖集》40卷、《于湖词》1卷。其才思敏捷，词豪放爽朗，风格与苏轼相近，孝祥“尝慕东坡，每作为诗文，必问门人曰：‘比东坡如何？’”
西江月·阻风山峰下,宋代,张孝祥,满载一船秋色，平铺十里湖光。#波神留我看斜阳，放起鳞鳞细浪。#明日风回更好，今宵露宿何妨？#水晶宫里奏霓裳，准拟岳阳楼上。,　　满载着一船的秋色，行驶在广阔平展的江面上。行船被风浪所阻，微风吹起鳞鳞波浪，泛起波光。明日风向转为顺风更加好，那么今夜露宿又有什么关系呢？水中的宫殿像是在演奏霓裳羽衣曲，当到达岳阳时，准定在岳阳楼上观赏湖光山色。,张孝祥（1132年－1169年），字安国，号于湖居士，汉族，简州（今属四川）人，生于明州鄞县。宋朝词人。著有《于湖集》40卷、《于湖词》1卷。其才思敏捷，词豪放爽朗，风格与苏轼相近，孝祥“尝慕东坡，每作为诗文，必问门人曰：‘比东坡如何？’”
临江仙·暮春,宋代,赵长卿,过尽征鸿来尽燕，故园消息茫然。#一春憔悴有谁怜。#怀家寒食夜，中酒落花天。#见说江头春浪渺，殷勤欲送归船。#别来此处最萦牵。#短篷南浦雨，疏柳断桥烟。,作者客居他乡，看尽鸿雁的北往和燕子的南来，而故乡的消息茫然，不禁惆怅满怀。整个春天都在惦念家乡，人已憔悴有谁怜？于是只好在这落花时节的寒食夜以酒浇愁。听说江头春波浩渺，春水情意恳切地像是要送他的归船返回家乡，这条曾送他离乡又送他归去的水路，是他最为之情牵梦萦的。最后，他设想登上归船，听着春雨打着船篷，看着将别的断桥边上的疏柳淡烟，充满别离之情。,赵长卿，号仙源居士。江西南丰人。宋代著名词人。宋宗室，居南丰。生平事迹不详，曾赴漕试，约宋宁宗嘉定末前后在世。从作品中可知他少时孤洁，厌恶王族豪奢的生活，后辞帝京，纵游山水，居于江南，遁世隐居，过着清贫的生活。他同情百姓，友善乡邻，常作词呈乡人。晚年孤寂消沉。《四库提要》云：“长卿恬于仕进，觞咏自娱，随意成吟，多得淡远萧疏之致。”
摸鱼儿·更能消几番风雨,宋代,辛弃疾,更能消、几番风雨，匆匆春又归去。#惜春长怕花开早，何况落红无数。#春且住，见说道、天涯芳草无归路。#怨春不语。#算只有殷勤，画檐蛛网，尽日惹飞絮。#长门事，准拟佳期又误。#蛾眉曾有人妒。#千金纵买相如赋，脉脉此情谁诉？#君莫舞，君不见、玉环飞燕皆尘土！#闲愁最苦！#休去倚危栏，斜阳正在，烟柳断肠处。,还经得起几回风雨，春天又将匆匆归去。爱惜春天我常怕花开得过早，何况此时已落红无数。春天啊，请暂且留步，难道没听说，连天的芳草已阻断你的归路？真让人恨啊春天就这样默默无语，看来殷勤多情的，只有雕梁画栋间的蛛网，为留住春天整天沾染飞絮。长门宫阿娇盼望重被召幸，约定了佳期却一再延误。都只因太美丽有人嫉妒。纵然用千金买了司马相如的名赋，这一份脉脉深情又向谁去倾诉？奉劝你们不要得意忘形，难道你们没看见，红极一时的玉环、飞燕都化作了尘土。闲愁折磨人最苦。不要去登楼凭栏眺望，一轮就要沉落的夕阳正在那，令人断肠的烟柳迷蒙之处。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
水龙吟·楚天千里无云,宋代,曾觌,楚天千里无云，露华洗出秋容净。#银蟾台榭，玉壶天地，参差桂影。#鸳瓦寒生，画檐光射，碧梧金井。#听韶华半夜，江梅三弄，风袅袅、良宵永。#携手西园宴罢，下瑶台、醉魂初醒。#吹箫仙子，骖鸾归路，一襟清兴。#鳷鹊楼高，建章门迥，星河耿耿。#看沧江潮上，丹枫叶落，浸关山冷。,N/A,曾觌（音di迪）（1109-1180）字纯甫，汴京（今河南开封）人。绍兴中，为建王内知客。孝宗受禅，以潜邸旧人，授权知阁门事。淳熙初，除开府仪同三司，加少保、醴泉观使。趋奉宫廷，词多应制之作。其词语言婉丽，风格柔媚。代表作为《阮郎归》、《水调歌头》《西江月》《定风波》（长相思》、《采桑子》、《眼儿媚》、《忆秦娥》等，其中以《阮郎归》一词为最著名。
菩萨蛮·书江西造口壁,宋代,辛弃疾,郁孤台下清江水，中间多少行人泪。#西北望长安，可怜无数山。#青山遮不住，毕竟东流去。#江晚正愁余，山深闻鹧鸪。,郁孤台下这赣江的水，水中有多少行人的眼泪。我举头眺望西北的长安，可惜只看到无数青山。但青山怎能把江水挡住？江水毕竟还会向东流去。夕阳西下我正满怀愁绪，听到深山里传来鹧鸪的鸣叫声。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
青玉案·元夕,宋代,辛弃疾,东风夜放花千树。#更吹落、星如雨。#宝马雕车香满路。#凤箫声动，玉壶光转，一夜鱼龙舞。#蛾儿雪柳黄金缕。#笑语盈盈暗香去。#众里寻他千百度。#蓦然回首，那人却在，灯火阑珊处。,像东风吹散千树繁花一样，又吹得烟火纷纷，乱落如雨。豪华的马车满路芳香。悠扬的凤箫声四处回荡，玉壶般的明月渐渐西斜，一夜鱼龙灯飞舞笑语喧哗。美人头上都戴着亮丽的饰物，笑语盈盈地随人群走过，身上香气飘洒。我在人群中寻找她千百回，猛然一回头，不经意间却在灯火零落之处发现了她。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
清平乐·村居,宋代,辛弃疾,茅檐低小，溪上青青草。#醉里吴音相媚好，白发谁家翁媪？#大儿锄豆溪东，中儿正织鸡笼。#最喜小儿亡赖，溪头卧剥莲蓬。,草屋的茅檐又低又小，溪边长满了碧绿的小草。含有醉意的吴地方言，听起来温柔又美好，那满头白发的老人是谁家的呀？大儿子在溪东边的豆田锄草，二儿子正忙于编织鸡笼。最令人喜爱的是小儿子，他正横卧在溪头草丛，剥着刚摘下的莲蓬。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
清平乐·独宿博山王氏庵,宋代,辛弃疾,绕床饥鼠，蝙蝠翻灯舞。#屋上松风吹急雨，破纸窗间自语。#平生塞北江南，归来华发苍颜。#布被秋宵梦觉，眼前万里江山。,饥饿的老鼠绕着床窜来窜去，蝙蝠围着昏黑的油灯上下翻舞。狂风夹带着松涛，犹如汹涌波涛般放声呼啸；大雨瓢泼而下，急促地敲打着屋顶；糊窗纸被风撕裂，发出呼啦啦的声音，仿佛在自言自语。从塞北辗转江南，如今归隐山林，已是容颜苍老，满头白发。一阵凄冷的秋风吹透了单薄的布被，突然惊醒，眼前依稀还是梦中的万里江山。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
水龙吟·过南剑双溪楼,宋代,辛弃疾,举头西北浮云，倚天万里须长剑。#人言此地，夜深长见，斗牛光焰。#我觉山高，潭空水冷，月明星淡。#待燃犀下看，凭栏却怕，风雷怒，鱼龙惨。#峡束苍江对起，过危楼，欲飞还敛。#元龙老矣！#不妨高卧，冰壶凉簟。#千古兴亡，百年悲笑，一时登览。#问何人又卸，片帆沙岸，系斜阳缆？,抬头观看西北方向的浮云，驾驭万里长空需要长剑，人们说这个地方，深夜的时候，常常能看见斗牛星宿之间的光芒。我觉得山高，水潭的水冰冷，月亮明亮星光惨淡，待点燃犀牛角下到水中看看，刚靠近栏杆处却害怕，风雷震怒，鱼龙凶残。两边高山约束着东溪和西溪冲过来激起很高的浪花，过高楼，想飞去但还是收敛作罢，我有心像陈元龙那样但是身体精神都已老了，不妨高卧家园，凉爽的酒，凉爽的席子，一时登上双溪楼就想到了千古兴亡的事情，想到我自己的一生不过百年的悲欢离合，嬉笑怒骂。是什么人又一次卸下了张开的白帆，在斜阳夕照中抛锚系缆？,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
西江月·夜行黄沙道中,宋代,辛弃疾,明月别枝惊鹊，清风半夜鸣蝉。#稻花香里说丰年，听取蛙声一片。#七八个星天外，两三点雨山前。#旧时茅店社林边，路转溪桥忽见。,天边的明月升上了树梢，惊飞了栖息在枝头的喜鹊。清凉的晚风仿佛传来了远处的蝉叫声。在稻花的香气里，人们谈论着丰收的年景，耳边传来一阵阵青蛙的叫声，好像在说着丰收年。天空中轻云漂浮，闪烁的星星时隐时现，山前下起了淅淅沥沥的小雨，从前那熟悉的茅店小屋依然坐落在土地庙附近的树林中，山路一转，曾经那记忆深刻的溪流小桥呈现在他的眼前。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
贺新郎·别茂嘉十二弟,宋代,辛弃疾,绿树听鹈鴂，更那堪、鹧鸪声住，杜鹃声切。#啼到春归无寻处，苦恨芳菲都歇。#算未抵、人间离别。#马上琵琶关塞黑，更长门、翠辇辞金阙。#看燕燕，送归妾。#将军百战身名裂。#向河梁、回头万里，故人长绝。#易水萧萧西风冷，满座衣冠似雪。#正壮士、悲歌未彻。#啼鸟还知如许恨，料不啼清泪长啼血。#谁共我，醉明月。,N/A,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
贺新郎·甚矣吾衰矣,宋代,辛弃疾,甚矣吾衰矣。#怅平生、交游零落，只今馀几！#白发空垂三千丈，一笑人间万事。#问何物、能令公喜？#我见青山多妩媚，料青山见我应如是。#情与貌，略相似。#一尊搔首东窗里。#想渊明《停云》诗就，此时风味。#江左沉酣求名者，岂识浊醪妙理。#回首叫、云飞风起。#不恨古人吾不见，恨古人不见吾狂耳。#知我者，二三子。,我已经很衰老了。平生曾经一同出游的朋友零落四方，如今还剩下多少？真令人惆怅。这么多年只是白白老去而已，功名未竟，对世间万事也慢慢淡泊了。还有什么能真正让我感到快乐？我看那青山潇洒多姿，想必青山看我也是一样。不论情怀还是外貌，都非常相似。把酒一尊，在窗前吟诗，怡然自得。想来当年陶渊明写成《停云》之时也是这样的感觉吧。江南那些醉中都渴求功名的人，又怎能体会到饮酒的真谛？在酒酣之际，回头朗吟长啸，云气会翻飞，狂风会骤起。不恨我不能见到疏狂的前人，只恨前人不能见到我的疏狂而已。了解我的，还是那几个朋友。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
丑奴儿·书博山道中壁,宋代,辛弃疾,少年不识愁滋味，爱上层楼。#爱上层楼。#为赋新词强说愁。#而今识尽愁滋味，欲说还休。#欲说还休。#却道天凉好个秋。,人年少时不知道忧愁的滋味，喜欢登高远望。喜欢登高远望，为写一首新词无愁而勉强说愁。现在尝尽了忧愁的滋味，想说却说不出。想说却说不出，却说好一个凉爽的秋天啊！,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
鹧鸪天·有客慨然谈功名因追念少年时事戏作,宋代,辛弃疾,壮岁旌旗拥万夫，锦襜突骑渡江初。#燕兵夜娖银胡觮，汉箭朝飞金仆姑。#追往事，叹今吾，春风不染白髭须。#却将万字平戎策，换得东家种树书。,我年轻的时候带着一万多的士兵、精锐的骑兵们渡过长江时。金人的士兵晚上在准备着箭袋，而我们汉人的军队一大早向敌人射去名叫金仆姑的箭。追忆着往事，感叹如今的自己，春风也不能把我的白胡子染成黑色了。我看都把那长达几万字能平定金人的策略，拿去跟东边的人家换换种树的书吧。,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
西江月·遣兴,宋代,辛弃疾,醉里且贪欢笑，要愁那得工夫。#近来始觉古人书，信著全无是处。#昨夜松边醉倒，问松我醉何如。#只疑松动要来扶，以手推松曰去。,喝醉酒我暂且尽情欢笑，哪有工夫整日发愁？近来我才觉得古人的书本，信了它们一点用也没有。昨晚我在松树旁醉倒，问松“我醉到什么程度？”我疑心松枝摆动要把我扶救，连忙用手一推说：“去！”,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
永遇乐·京口北固亭怀古,宋代,辛弃疾,千古江山，英雄无觅，孙仲谋处。#舞榭歌台，风流总被雨打风吹去。#斜阳草树，寻常巷陌，人道寄奴曾住。#想当年，金戈铁马，气吞万里如虎。#元嘉草草，封狼居胥，赢得仓皇北顾。#四十三年，望中犹记，烽火扬州路。#可堪回首，佛狸祠下，一片神鸦社鼓。#凭谁问，廉颇老矣，尚能饭否？,N/A,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
南乡子·登京口北固亭有怀,宋代,辛弃疾,何处望神州？#满眼风光北固楼。#千古兴亡多少事？#悠悠。#不尽长江滚滚流。#年少万兜鍪，坐断东南战未休。#天下英雄谁敌手？#曹刘。#生子当如孙仲谋。,什么地方可以看见中原呢？在北固楼上，满眼都是美好的风光。从古到今，有多少国家兴亡大事呢？不知道。往事连绵不断，如同没有尽头的长江水滚滚地奔流不息。当年孙权在青年时代，做了三军统帅。他能占据东南，坚持抗战，没有向敌人低头和屈服过。天下英雄谁是孙权的敌手呢？只有曹操和刘备而已。这样也就难怪曹操说：“要是能有个孙权那样的儿子就好了！”,辛弃疾（1140－1207），南宋词人。原字坦夫，改字幼安，别号稼轩，汉族，历城（今山东济南）人。出生时，中原已为金兵所占。21岁参加抗金义军，不久归南宋。历任湖北、江西、湖南、福建、浙东安抚使等职。一生力主抗金。曾上《美芹十论》与《九议》，条陈战守之策。其词抒写力图恢复国家统一的爱国热情，倾诉壮志难酬的悲愤，对当时执政者的屈辱求和颇多谴责；也有不少吟咏祖国河山的作品。题材广阔又善化用前人典故入词，风格沉雄豪迈又不乏细腻柔媚之处。由于辛弃疾的抗金主张与当政的主和派政见不合，后被弹劾落职，退隐江西带湖。
卜算子·见也如何暮,宋代,石孝友,见也如何暮。#别也如何遽。#别也应难见也难，后会难凭据。#去也如何去。#住也如何住。#住也应难去也难，此际难分付。,相见为何太晚，而离别又为何如此匆匆。是离别难相见也难，再见无确期。离去该怎样离去，留下又该怎样留下。是留下难离去也难，此时怎么办。,石孝友，南宋词人，字次仲，江西南昌人。生卒年不详。宋孝宗乾道二年（1166）进士。填词常用俚俗之语，状写男女情爱。仕途不顺，不羡富贵，隐居于丘壑之间。石孝友著有《金谷遗音》，《直斋书录解题》著录一卷，明《唐宋名贤百家词》本作《金谷词》，不分卷。有明汲古阁《宋六十名家词》本、《四部备要》排印本。《全宋词》据毛□校汲古阁本收录。
水龙吟·春恨,宋代,陈亮,闹花深处层楼，画帘半卷东风软。#春归翠陌，平莎茸嫩，垂杨金浅。#迟日催花，淡云阁雨，轻寒轻暖。#恨芳菲世界，游人未赏，都付与、莺和燕。#寂寞凭高念远。#向南楼、一声归雁。#金钗斗草，青丝勒马，风流云散。#罗绶分香，翠绡对泪，几多幽怨。#正销魂，又是疏烟淡月，子规声断。,盛开的花丛深处，耸立着高楼，东风从半卷的画帘吹入，令人觉得分外柔软。春天已经回来，苍翠镀上阡陌，平莎长得娇嫩，垂杨轻轻地飘荡着金线。春日迟迟地催开百花，云烟淡淡地搁住新雨，刚刚感到微寒，忽又稍微和暖。可恨这繁华似锦的世界，游人还未欣赏，却全都交给了黄莺和飞燕。寂寞时登上高处眺望边远，转向南楼又听一听凄切的归雁。回想拔下金钗挑斗绿草，牵住青丝勒紧征马，别后已象风云飘流分散。只有丝带还飘荡着芳香，翠绿的薄绸还残留着眼泪，有多少的幽恨愁怨？正在为离愁伤感却又是稀薄的烟雾中透出淡淡的明月，远处传来杜鹃悲切的叫声令人肠断。,陈亮（1143—1194）原名汝能，后改名陈亮，字同甫，号龙川，婺州永康（今属浙江）人。婺州以解头荐，因上《中兴五论》，奏入不报。孝宗淳熙五年，诣阙上书论国事。后曾两次被诬入狱。绍熙四年光宗策进士第一，状元。授签书建康府判官公事，未行而卒，谥号文毅。所作政论气势纵横，词作豪放，有《龙川文集》《龙川词》，宋史有传。
