TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
渔翁,唐代,柳宗元,渔翁夜傍西岩宿，晓汲清湘燃楚竹。#烟销日出不见人，欸乃一声山水绿。#回看天际下中流，岩上无心云相逐。,渔翁晚上靠着西山歇宿，早上汲取清澈的湘水，以楚竹为柴做饭。太阳出来云雾散尽不见人影，摇橹的声音从碧绿的山水中传出。回头望去渔舟已在天边向下漂流，山上的白云正在随意飘浮，相互追逐。,柳宗元（773年－819年），字子厚，唐代河东（今山西运城）人，杰出诗人、哲学家、儒学家乃至成就卓著的政治家，唐宋八大家之一。著名作品有《永州八记》等六百多篇文章，经后人辑为三十卷，名为《柳河东集》。因为他是河东人，人称柳河东，又因终于柳州刺史任上，又称柳柳州。柳宗元与韩愈同为中唐古文运动的领导人物，并称“韩柳”。在中国文化史上，其诗、文成就均极为杰出，可谓一时难分轩轾。
登幽州台歌,唐代,陈子昂,前不见古人，后不见来者。#念天地之悠悠，独怆然而涕下。,往前不见古代招贤的圣君，向后不见后世求才的明君。只有那苍茫天地悠悠无限，止不住满怀悲伤热泪纷纷。,陈子昂（约公元661～公元702），唐代文学家，初唐诗文革新人物之一。字伯玉，汉族，梓州射洪(今属四川)人。因曾任右拾遗，后世称为陈拾遗。光宅进士，历仕武则天朝麟台正字、右拾遗。解职归乡后受人所害，忧愤而死。其存诗共100多首，其中最有代表性的是《感遇》诗38首，《蓟丘览古赠卢居士藏用》7首和《登幽州台歌》。
石鼓歌,唐代,韩愈,张生手持石鼓文，劝我试作石鼓歌。#少陵无人谪仙死，才薄将奈石鼓何。#周纲凌迟四海沸，宣王愤起挥天戈。#大开明堂受朝贺，诸侯剑佩鸣相磨。#蒐于岐阳骋雄俊，万里禽兽皆遮罗。#镌功勒成告万世，凿石作鼓隳嵯峨。#从臣才艺咸第一，拣选撰刻留山阿。#雨淋日灸野火燎，鬼物守护烦撝呵。#公从何处得纸本，毫发尽备无差讹。#辞严义密读难晓，字体不类隶与蝌。#年深岂免有缺画，快剑斫断生蛟鼍。#鸾翔凤翥众仙下，珊瑚碧树交枝柯。#金绳铁索锁钮壮，古鼎跃水龙腾梭。#陋儒编诗不收入，二雅褊迫无委蛇。#孔子西行不到秦，掎摭星宿遗羲娥。#嗟余好古生苦晚，对此涕泪双滂沱。#忆昔初蒙博士征，其年始改称元和。#故人从军在右辅，为我度量掘臼科。#濯冠沐浴告祭酒，如此至宝存岂多。#毡包席裹可立致，十鼓只载数骆驼。#荐诸太庙比郜鼎，光价岂止百倍过。#圣恩若许留太学，诸生讲解得切磋。#观经鸿都尚填咽，坐见举国来奔波。#剜苔剔藓露节角，安置妥帖平不颇。#大厦深檐与盖覆，经历久远期无佗。#中朝大官老于事，讵肯感激徒媕婀。#牧童敲火牛砺角，谁复著手为摩挲。#日销月铄就埋没，六年西顾空吟哦。#羲之俗书趁姿媚，数纸尚可博白鹅。#继周八代争战罢，无人收拾理则那。#方今太平日无事，柄任儒术崇丘轲。#安能以此尚论列，愿借辩口如悬河。#石鼓之歌止于此，呜呼吾意其蹉跎。,N/A,韩愈（768～824）字退之，唐代文学家、哲学家、思想家，河阳（今河南省焦作孟州市）人，汉族。祖籍河北昌黎，世称韩昌黎。晚年任吏部侍郎，又称韩吏部。谥号“文”，又称韩文公。他与柳宗元同为唐代古文运动的倡导者，主张学习先秦两汉的散文语言，破骈为散，扩大文言文的表达功能。宋代苏轼称他“文起八代之衰”，明人推他为唐宋八大家之首，与柳宗元并称“韩柳”，有“文章巨公”和“百代文宗”之名，作品都收在《昌黎先生集》里。韩愈在思想上是中国“道统”观念的确立者，是尊儒反佛的里程碑式人物。
山石,唐代,韩愈,山石荦确行径微，黄昏到寺蝙蝠飞。#升堂坐阶新雨足，芭蕉叶大栀子肥。#僧言古壁佛画好，以火来照所见稀。#铺床拂席置羹饭，疏粝亦足饱我饥。#夜深静卧百虫绝，清月出岭光入扉。#天明独去无道路，出入高下穷烟霏。#山红涧碧纷烂漫，时见松枥皆十围。#当流赤足踏涧石，水声激激风吹衣。#人生如此自可乐，岂必局束为人鞿？#嗟哉吾党二三子，安得至老不更归。,N/A,韩愈（768～824）字退之，唐代文学家、哲学家、思想家，河阳（今河南省焦作孟州市）人，汉族。祖籍河北昌黎，世称韩昌黎。晚年任吏部侍郎，又称韩吏部。谥号“文”，又称韩文公。他与柳宗元同为唐代古文运动的倡导者，主张学习先秦两汉的散文语言，破骈为散，扩大文言文的表达功能。宋代苏轼称他“文起八代之衰”，明人推他为唐宋八大家之首，与柳宗元并称“韩柳”，有“文章巨公”和“百代文宗”之名，作品都收在《昌黎先生集》里。韩愈在思想上是中国“道统”观念的确立者，是尊儒反佛的里程碑式人物。
八月十五夜赠张功曹,唐代,韩愈,纤云四卷天无河，清风吹空月舒波。#沙平水息声影绝，一杯相属君当歌。#君歌声酸辞且苦，不能听终泪如雨。#洞庭连天九疑高，蛟龙出没猩鼯号。#十生九死到官所，幽居默默如藏逃。#下床畏蛇食畏药，海气湿蛰熏腥臊。#昨者州前捶大鼓，嗣皇继圣登夔皋。#赦书一日行万里，罪从大辟皆除死。#迁者追回流者还，涤瑕荡垢清朝班。#州家申名使家抑，坎轲只得移荆蛮。#判司卑官不堪说，未免捶楚尘埃间。#同时辈流多上道，天路幽险难追攀。#君歌且休听我歌，我歌今与君殊科。#一年明月今宵多，人生由命非由他。#有酒不饮奈明何。,N/A,韩愈（768～824）字退之，唐代文学家、哲学家、思想家，河阳（今河南省焦作孟州市）人，汉族。祖籍河北昌黎，世称韩昌黎。晚年任吏部侍郎，又称韩吏部。谥号“文”，又称韩文公。他与柳宗元同为唐代古文运动的倡导者，主张学习先秦两汉的散文语言，破骈为散，扩大文言文的表达功能。宋代苏轼称他“文起八代之衰”，明人推他为唐宋八大家之首，与柳宗元并称“韩柳”，有“文章巨公”和“百代文宗”之名，作品都收在《昌黎先生集》里。韩愈在思想上是中国“道统”观念的确立者，是尊儒反佛的里程碑式人物。
谒衡岳庙遂宿岳寺题门楼,唐代,韩愈,五岳祭秩皆三公，四方环镇嵩当中。#火维地荒足妖怪，天假神柄专其雄。#喷云泄雾藏半腹，虽有绝顶谁能穷？#我来正逢秋雨节，阴气晦昧无清风。#潜心默祷若有应，岂非正直能感通！#须臾静扫众峰出，仰见突兀撑青空。#紫盖连延接天柱，石廪腾掷堆祝融。#森然魄动下马拜，松柏一径趋灵宫。#粉墙丹柱动光彩，鬼物图画填青红。#升阶伛偻荐脯酒，欲以菲薄明其衷。#庙令老人识神意，睢盱侦伺能鞠躬。#手持杯珓导我掷，云此最吉余难同。#窜逐蛮荒幸不死，衣食才足甘长终。#侯王将相望久绝，神纵欲福难为功。#夜投佛寺上高阁，星月掩映云曈昽。#猿鸣钟动不知曙，杲杲寒日生于东。,N/A,韩愈（768～824）字退之，唐代文学家、哲学家、思想家，河阳（今河南省焦作孟州市）人，汉族。祖籍河北昌黎，世称韩昌黎。晚年任吏部侍郎，又称韩吏部。谥号“文”，又称韩文公。他与柳宗元同为唐代古文运动的倡导者，主张学习先秦两汉的散文语言，破骈为散，扩大文言文的表达功能。宋代苏轼称他“文起八代之衰”，明人推他为唐宋八大家之首，与柳宗元并称“韩柳”，有“文章巨公”和“百代文宗”之名，作品都收在《昌黎先生集》里。韩愈在思想上是中国“道统”观念的确立者，是尊儒反佛的里程碑式人物。
凉州词二首·其一,唐代,王之涣,黄河远上白云间，一片孤城万仞山。#羌笛何须怨杨柳，春风不度玉门关。,黄河好像从白云间奔流而来，玉门关孤独地耸峙在高山中。将士何须哀怨那柳树不发芽，春风根本吹不到玉门关外。,王之涣（688年—742年），是盛唐时期的著名诗人，字季凌，汉族，绛州（今山西新绛县）人。豪放不羁，常击剑悲歌，其诗多被当时乐工制曲歌唱。名动一时，他常与高适、王昌龄等相唱和，以善于描写边塞风光著称。其代表作有《登鹳雀楼》、《凉州词》等。“白日依山尽，黄河入海流。欲穷千里目，更上一层楼”，更是千古绝唱。
出塞二首·其一,唐代,王昌龄,秦时明月汉时关，万里长征人未还。#但使龙城飞将在，不教胡马度阴山。,依旧是秦汉时期的明月和边关，守边御敌鏖战万里征人未回还。倘若龙城的飞将卫青如今还在，绝不许匈奴南下牧马度过阴山。,王昌龄(698—756），字少伯，河东晋阳（今山西太原）人。盛唐著名边塞诗人，后人誉为“七绝圣手”。早年贫贱，困于农耕，年近不惑，始中进士。初任秘书省校书郎，又中博学宏辞，授汜水尉，因事贬岭南。与李白、高适、王维、王之涣、岑参等交厚。开元末返长安，改授江宁丞。被谤谪龙标尉。安史乱起，为刺史闾丘所杀。其诗以七绝见长，尤以登第之前赴西北边塞所作边塞诗最著，有“诗家夫子王江宁”之誉（亦有“诗家天子王江宁”的说法）。
塞上曲·其一,唐代,王昌龄,蝉鸣空桑林，八月萧关道。#出塞入塞寒，处处黄芦草。#从来幽并客，皆共尘沙老。#莫学游侠儿，矜夸紫骝好。,知了在枯秃的桑林鸣叫，八月的萧关道气爽秋高。出塞后再入塞气候变冷，关内关外尽是黄黄芦草。自古来河北山西的豪杰，都与尘土黄沙伴随到老。莫学那自恃勇武游侠儿，自鸣不凡地把骏马夸耀。,王昌龄(698—756），字少伯，河东晋阳（今山西太原）人。盛唐著名边塞诗人，后人誉为“七绝圣手”。早年贫贱，困于农耕，年近不惑，始中进士。初任秘书省校书郎，又中博学宏辞，授汜水尉，因事贬岭南。与李白、高适、王维、王之涣、岑参等交厚。开元末返长安，改授江宁丞。被谤谪龙标尉。安史乱起，为刺史闾丘所杀。其诗以七绝见长，尤以登第之前赴西北边塞所作边塞诗最著，有“诗家夫子王江宁”之誉（亦有“诗家天子王江宁”的说法）。
塞下曲,唐代,王昌龄,饮马渡秋水，水寒风似刀。#平沙日未没，黯黯见临洮。#昔日长城战，咸言意气高。#黄尘足今古，白骨乱蓬蒿。,牵马饮水渡过了那大河，水寒刺骨秋风如剑如刀。沙场广袤夕阳尚未下落，昏暗中看见遥远的临洮。当年长城曾经一次鏖战，都说戍边战士的意气高。自古以来这里黄尘迷漫，遍地白骨零乱夹着野草。,王昌龄(698—756），字少伯，河东晋阳（今山西太原）人。盛唐著名边塞诗人，后人誉为“七绝圣手”。早年贫贱，困于农耕，年近不惑，始中进士。初任秘书省校书郎，又中博学宏辞，授汜水尉，因事贬岭南。与李白、高适、王维、王之涣、岑参等交厚。开元末返长安，改授江宁丞。被谤谪龙标尉。安史乱起，为刺史闾丘所杀。其诗以七绝见长，尤以登第之前赴西北边塞所作边塞诗最著，有“诗家夫子王江宁”之誉（亦有“诗家天子王江宁”的说法）。
长信怨,唐代,王昌龄,金井梧桐秋叶黄，珠帘不卷夜来霜。#熏笼玉枕无颜色，卧听南宫清漏长。#高殿秋砧响夜阑，霜深犹忆御衣寒。#银灯青琐裁缝歇，还向金城明主看。#奉帚平明金殿开，暂将团扇共徘徊。#玉颜不及寒鸦色，犹带昭阳日影来。#真成薄命久寻思，梦见君王觉后疑。#火照西宫知夜饮，分明复道奉恩时。#长信宫中秋月明，昭阳殿下捣衣声。#白露堂中细草迹，红罗帐里不胜情。,N/A,王昌龄(698—756），字少伯，河东晋阳（今山西太原）人。盛唐著名边塞诗人，后人誉为“七绝圣手”。早年贫贱，困于农耕，年近不惑，始中进士。初任秘书省校书郎，又中博学宏辞，授汜水尉，因事贬岭南。与李白、高适、王维、王之涣、岑参等交厚。开元末返长安，改授江宁丞。被谤谪龙标尉。安史乱起，为刺史闾丘所杀。其诗以七绝见长，尤以登第之前赴西北边塞所作边塞诗最著，有“诗家夫子王江宁”之誉（亦有“诗家天子王江宁”的说法）。
渭城曲,唐代,王维,渭城朝雨浥轻尘，客舍青青柳色新。#劝君更尽一杯酒，西出阳关无故人。,清晨的微雨湿润了渭城地面的灰尘，馆驿青堂瓦舍柳树的枝叶翠嫩一新。真诚地奉劝我的朋友再干一杯美酒，向西出了阳关就难以遇到故旧亲人。,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
秋夜曲,唐代,王维,桂魄初生秋露微，轻罗已薄未更衣。#银筝夜久殷勤弄，心怯空房不忍归。,月亮初升时秋露已经稀微，身着单薄的罗衣并未更换别的衣裳。漫漫长夜满怀深情地银筝拨动，心中害怕独守空房，不忍进屋睡觉。,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
洛阳女儿行,唐代,王维,洛阳女儿对门居，才可颜容十五余。#良人玉勒乘骢马，侍女金盘脍鲤鱼。#画阁朱楼尽相望，红桃绿柳垂檐向。#罗帷送上七香车，宝扇迎归九华帐。#狂夫富贵在青春，意气骄奢剧季伦。#自怜碧玉亲教舞，不惜珊瑚持与人。#春窗曙灭九微火，九微片片飞花琐。#戏罢曾无理曲时，妆成祗是熏香坐。#城中相识尽繁华，日夜经过赵李家。#谁怜越女颜如玉，贫贱江头自浣纱。,N/A,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
老将行,唐代,王维,少年十五二十时，步行夺得胡马骑。#射杀山中白额虎，肯数邺下黄须儿！#一身转战三千里，一剑曾当百万师。#汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。#卫青不败由天幸，李广无功缘数奇。#自从弃置便衰朽，世事蹉跎成白首。#昔时飞箭无全目，今日垂杨生左肘。#路旁时卖故侯瓜，门前学种先生柳。#苍茫古木连穷巷，寥落寒山对虚牖。#誓令疏勒出飞泉，不似颍川空使酒。#贺兰山下阵如云，羽檄交驰日夕闻。#节使三河募年少，诏书五道出将军。#试拂铁衣如雪色，聊持宝剑动星文。#愿得燕弓射大将，耻令越甲鸣吾君。#莫嫌旧日云中守，犹堪一战取功勋。,N/A,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
桃源行,唐代,王维,渔舟逐水爱山春，两岸桃花夹古津。#坐看红树不知远，行尽青溪不见人。#山口潜行始隈隩，山开旷望旋平陆。#遥看一处攒云树，近入千家散花竹。#樵客初传汉姓名，居人未改秦衣服。#居人共住武陵源，还从物外起田园。#月明松下房栊静，日出云中鸡犬喧。#惊闻俗客争来集，竞引还家问都邑。#平明闾巷扫花开，薄暮渔樵乘水入。#初因避地去人间，及至成仙遂不还。#峡里谁知有人事，世中遥望空云山。#不疑灵境难闻见，尘心未尽思乡县。#出洞无论隔山水，辞家终拟长游衍。#自谓经过旧不迷，安知峰壑今来变。#当时只记入山深，青溪几度到云林。#春来遍是桃花水，不辨仙源何处寻。,N/A,王维（701年－761年，一说699年—761年），字摩诘，汉族，河东蒲州（今山西运城）人，祖籍山西祁县，唐朝诗人，有“诗佛”之称。苏轼评价其：“味摩诘之诗，诗中有画；观摩诘之画，画中有诗。”开元九年（721年）中进士，任太乐丞。王维是盛唐诗人的代表，今存诗400余首，重要诗作有《相思》《山居秋暝》等。王维精通佛学，受禅宗影响很大。佛教有一部《维摩诘经》，是王维名和字的由来。王维诗书画都很有名，非常多才多艺，音乐也很精通。与孟浩然合称“王孟”。
清平调·其一,唐代,李白,云想衣裳花想容，春风拂槛露华浓。#若非群玉山头见，会向瑶台月下逢。,见云之灿烂想其衣裳之华艳，见花之艳丽想人之容貌照人。若不是在群玉山头见到了她，就是在瑶池的月光下来相逢。,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
清平调·其二,唐代,李白,一枝红艳露凝香，云雨巫山枉断肠。#借问汉宫谁得似，可怜飞燕倚新妆。,贵妃真是一枝带露牡丹，艳丽凝香，楚王神女巫山相会，枉然悲伤断肠。请问汉宫得宠妃嫔，谁能和她相像？可爱无比的赵飞燕，还得依仗新妆！,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
清平调·名花倾国两相欢,唐代,李白,名花倾国两相欢，常得君王带笑看。#解释春风无限恨，沉香亭北倚栏杆。,绝代佳人与红艳牡丹相得益彰，美人与名花长使君王带笑观看。动人姿色似春风能消无限怨恨，在沉香亭北君王贵妃双依栏杆。,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
行路难·其一,唐代,李白,金樽清酒斗十千，玉盘珍羞直万钱。#停杯投箸不能食，拔剑四顾心茫然。#欲渡黄河冰塞川，将登太行雪满山。#闲来垂钓碧溪上，忽复乘舟梦日边。#行路难！#行路难！#多歧路，今安在？#长风破浪会有时，直挂云帆济沧海。,金杯里装的名酒，每斗要价十千；玉盘中盛的精美菜肴，收费万钱。胸中郁闷啊，我停杯投箸吃不下；拔剑环顾四周，我心里委实茫然。想渡黄河，冰雪堵塞了这条大川；要登太行，莽莽的风雪早已封山。像吕尚垂钓溪，闲待东山再起；又像伊尹做梦，他乘船经过日边。世上行路呵多么艰难，多么艰难；眼前歧路这么多，我该向北向南？相信总有一天，能乘长风破万里浪；高高挂起云帆，在沧海中勇往直前！,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
行路难·其二,唐代,李白,大道如青天，我独不得出。#羞逐长安社中儿，赤鸡白雉赌梨栗。#弹剑作歌奏苦声，曳裾王门不称情。#淮阴市井笑韩信，汉朝公卿忌贾生。#君不见昔时燕家重郭隗，拥篲折节无嫌猜。#剧辛乐毅感恩分，输肝剖胆效英才。#昭王白骨萦蔓草，谁人更扫黄金台？#行路难，归去来！,人生道路如此宽广，唯独我没有出路。我不愿意追随长安城中的富家子弟，去搞斗鸡走狗一类的赌博游戏。像冯谖那样弹剑作歌发牢骚，在权贵之门卑躬屈节是不合我心意的。当年淮阴市人讥笑韩信怯懦无能，汉朝公卿大臣嫉妒贾谊才能超群。你看，古时燕昭王重用郭隗，拥篲折节、谦恭下士，毫不嫌疑猜忌。剧辛和乐毅感激知遇的恩情，竭忠尽智，以自己的才能来报效君主。然而燕昭王早就死了，还有谁能像他那样重用贤士呢？世路艰难，我只得归去啦！,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
行路难·其三,唐代,李白,有耳莫洗颍川水，有口莫食首阳蕨。#含光混世贵无名，何用孤高比云月？#吾观自古贤达人，功成不退皆殒身。#子胥既弃吴江上，屈原终投湘水滨。#陆机雄才岂自保？#李斯税驾苦不早。#华亭鹤唳讵可闻？#上蔡苍鹰何足道？#君不见吴中张翰称达生，秋风忽忆江东行。#且乐生前一杯酒，何须身后千载名？,不要学许由用颍水洗耳，不要学伯夷和叔齐隐居收养采薇而食。在世上活着贵在韬光养晦，为什么要隐居清高自比云月？我看自古以来的贤达之人，功绩告成之后不自行隐退都死于非命。伍子胥被吴王弃于吴江之上，屈原最终抱石自沉汨罗江中。陆机如此雄才大略也无法自保，李斯以自己悲惨的结局为苦。（陆机）是否还能听见华亭的别墅间的鹤唳？（李斯）是否还能在上蔡东门牵鹰打猎？你不知道吴中的张翰是个旷达之人，因见秋风起而想起江东故都。生时有一杯酒就应尽情欢乐，何须在意身后千年的虚名？,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
将进酒,唐代,李白,君不见，黄河之水天上来，奔流到海不复回。#君不见，高堂明镜悲白发，朝如青丝暮成雪。#人生得意须尽欢，莫使金樽空对月。#天生我材必有用，千金散尽还复来。#烹羊宰牛且为乐，会须一饮三百杯。#岑夫子，丹丘生，将进酒，杯莫停。#与君歌一曲，请君为我倾耳听。#钟鼓馔玉不足贵，但愿长醉不复醒。#古来圣贤皆寂寞，惟有饮者留其名。#陈王昔时宴平乐，斗酒十千恣欢谑。#主人何为言少钱，径须沽取对君酌。#五花马，千金裘，呼儿将出换美酒，与尔同销万古愁。,N/A,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
玉阶怨,唐代,李白,玉阶生白露，夜久侵罗袜。#却下水晶帘，玲珑望秋月。,玉石砌的台阶上生起了露水，深夜独立很久，露水浸湿了罗袜。回房放下水晶帘，仍然隔着帘子望着玲珑的秋月。,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
长相思·其一,唐代,李白,长相思，在长安。#络纬秋啼金井阑，微霜凄凄簟色寒。#孤灯不明思欲绝，卷帷望月空长叹。#美人如花隔云端！#上有青冥之长天，下有渌水之波澜。#天长路远魂飞苦，梦魂不到关山难。#长相思，摧心肝！,长相思呵长相思，我们相思在长安，秋天蟋蟀常悲鸣，声声出自金井阑。薄霜凄凄送寒气，竹席已觉生凉寒；夜里想她魂欲断，孤灯伴我昏暗暗。卷起窗帘望明月，对月徒然独长叹；如花似玉美人呵，仿佛相隔在云端！青青冥冥呵，上是无边无垠的蓝天，清水渺渺呵，下是浩浩汤汤的波澜。天长长来地迢迢，灵魂飞越多辛苦；关山重重相阻隔，梦魂相见也艰难。长相思呵长相思，每每相思摧心肝！,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
长相思·其二,唐代,李白,日色欲尽花含烟，月明欲素愁不眠。#赵瑟初停凤凰柱，蜀琴欲奏鸳鸯弦。#此曲有意无人传，愿随春风寄燕然。#忆君迢迢隔青天，昔日横波目，今作流泪泉。#不信妾断肠，归来看取明镜前。,夕阳西下暮色朦胧，花蕊笼罩轻烟，月华如练，我思念着情郎终夜不眠。柱上雕饰凤凰的赵瑟，我刚刚停奏，心想再弹奏蜀琴，又怕触动鸳鸯弦。这饱含情意的曲调，可惜无人传递，但愿它随着春风，送到遥远的燕然。忆情郎呵、情郎他迢迢隔在天那边，当年递送秋波的双眼，而今成了流泪的源泉。您若不信贱妾怀思肝肠欲断，请归来看看明镜前我的容颜！,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
长干行·其一,唐代,李白,妾发初覆额，折花门前剧。#郎骑竹马来，绕床弄青梅。#同居长干里，两小无嫌猜，十四为君妇，羞颜未尝开。#低头向暗壁，千唤不一回。#十五始展眉，愿同尘与灰。#常存抱柱信，岂上望夫台。#十六君远行，瞿塘滟滪堆。#五月不可触，猿声天上哀。#门前迟行迹，一一生绿苔。#苔深不能扫，落叶秋风早。#八月蝴蝶来，双飞西园草。#感此伤妾心，坐愁红颜老。#早晚下三巴，预将书报家。#相迎不道远，直至长风沙。,N/A,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
蜀道难,唐代,李白,噫吁嚱，危乎高哉！#蜀道之难，难于上青天！#蚕丛及鱼凫，开国何茫然！#尔来四万八千岁，不与秦塞通人烟。#西当太白有鸟道，可以横绝峨眉巅。#地崩山摧壮士死，然后天梯石栈相钩连。#上有六龙回日之高标，下有冲波逆折之回川。#黄鹤之飞尚不得过，猿猱欲度愁攀援。#青泥何盘盘，百步九折萦岩峦。#扪参历井仰胁息，以手抚膺坐长叹。#问君西游何时还？#畏途巉岩不可攀。#但见悲鸟号古木，雄飞雌从绕林间。#又闻子规啼夜月，愁空山。#蜀道之难，难于上青天，使人听此凋朱颜！#连峰去天不盈尺，枯松倒挂倚绝壁。#飞湍瀑流争喧豗，砯崖转石万壑雷。#其险也如此，嗟尔远道之人胡为乎来哉！#剑阁峥嵘而崔嵬，一夫当关，万夫莫开。#所守或匪亲，化为狼与豺。#朝避猛虎，夕避长蛇；磨牙吮血，杀人如麻。#锦城虽云乐，不如早还家。#蜀道之难，难于上青天，侧身西望长咨嗟！,N/A,李白（701年－762年），字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。祖籍陇西成纪(待考)，出生于西域碎叶城，4岁再随父迁至剑南道绵州。李白存世诗文千余篇，有《李太白集》传世。762年病逝，享年61岁。其墓在今安徽当涂，四川江油、湖北安陆有纪念馆。
