MITI,NANDU,MIDI,JIESHI
内容虽变，还是条虫,7,蜗,“内”字整了容，“虽”字变了形，成为“蜗”字。“蜗”，指蜗虫。
湖水消尽月无踪#湖光水月听鼓声#湖边隐约闻鼓声#修旧如旧#战略武器#吃苦头#战略武器稍作调整#舌头没有了,2,古,“湖”字的“水”消尽，“月”也没了踪影，剩下“古”字。#“光”，有减损之意，“湖”字减去“水月”，余下“古”。“古”与“鼓”的发声相同。#“湖”字的两边隐藏去，剩下“古”字；“古”与“鼓”的发音相同。#“旧”字可修理成为“古”字，“古”与“旧”同义。#“战”字省略了武器（戈）即“古”字。#吃掉了“苦”字的头部。#“战”字拆分为“占戈”二字，“戈”是古代的一种兵器，别解为“武器”，“战”字省略掉武器即为“占”字，“占”字稍作调整为“古”字。#“舌”字的头就是一撇。
削减势力#左手拿丸子,2,执,“势”字的“力”被削减了！#左边是“手”，右边是“丸”。
一一补足就对了,1,是,“一一”补进“足”字，就“是”了。
豁出去除害#有如山间听雨声#八口人相聚#嘴上长着四撮胡须,3,谷,“豁”字去除掉“害”字，剩下“谷”。#“谷”作“山谷”之意，有如山间。“谷”与“雨”都是多音字，都可读作yù。#“谷”字由“八”、“口”、“人”组合而成。#“嘴”扣“口”，“口”上长的还是“八字胡须”。
黄昏前后鸟归来,6,鹊,“黄”字的前头和“昏”字的后半部分，结合为“昔”，与归来的“鸟”可组合成“鹊”字。
十日一携手,6,捍,“十日一”合为“旱”字，携上“手”即为“捍”字。
有女上前来助威,7,戌,“戌”字有“女”上来助阵，就“威”了。
二十上下有水平,6,萍,“二十”别解为“两个十（十十）”，“上下”别解为方位；“二十（十十）”在上，下有“水平”。
两个小西瓜,7,瓢,“瓢”字可拆分为“二小西瓜”。
得食果腹#长草花将放，加水茶沏成，有脚行走快，点火有响声#有草花将开，有水可冲茶有脚走得快，有火敌人怕#跑断了脚#有草能开花，有水能沏茶，有脚走得快，有火响声大,2,包,“包”字得“食（饣）”，即“饱”字。“果腹”提示“饱”之意。#“包”字长“草”即“苞”，加“水”即“泡”，有“脚”即“跑”，点“火”即“炮”。#“包”字有“草”是“苞”，有“水”是“泡”，有“脚”是“跑”，有“火”是炮！#“跑”字断了“脚”（足）。#“包”字有草即“苞”，有水即“泡”，有脚即“跑”，有火即“炮”。
矮脚虎,6,瑛,“矮脚虎”是《水浒传》人物“王英”的绰号。
浊浪排空隐山峰,5,蜂,“浊浪排空”别解为将“浊”字中的“水”排空，余下“虫”；“峰”字隐去“山”，留下“夆”。
顶尖高手实不多#飞砂走石#吃力不讨好#有女就好，有口就闹，有手照写，有水干燥,1,少,“尖”字的顶部是“小”，“手”字的最高处是“丿”，合为“少”，与“不多”之意相扣。#“砂”字飞走了“石”，剩下“少”。#“少”字吃了“力”便是“劣”字。#“少”字有“女”便是“妙”，有“口”就是“吵”，有“手”便是“抄”，有“水”就是“沙”。
姑娘觅不见#好彩头#爱它的头，要它的尾,5,妥,“姑娘”义扣“女”；“觅”少了“见”，余下“爫”。#“好”字的前头与“彩”字的头部组合，成为“妥”字。#“爱”字的头部，“要”字的尾部。
播音工作,3,词,“词”字可拆解成“司言”。
一心要就业#心上想着第二名,3,恶,“一心”与“业”字组合，可为“恶”字。#“亚”字义为“次一等”，别指“第二名”。
或轻于鸿毛，或重于泰山#拿生命打赌,6,毙,“死”可大可小，“毙”字可拆分为“比死”。#“毙”字可拆分为“比死”。
几度登山又下山#登机去西部,6,凳,“山”与“又下山”相互抵消。#“机”字去掉西部，余下“几”，与“登”组合，成为“凳”。
羊来成群#连衣裙#羊离群,3,君,“羊”来与“君”字组合，成“群”字。#“君”字连“衣”即为“裙”字。#“群”字的“羊”离开了。
革新之后,7,靳,“新”字的后半部分为“斤”，与“革”合为“靳”字。
不加一点，只留一半#一家五口有衣穿,2,福,“不加一点”指“不”字加上“一点”，即形成“礻一”；“只留一半”指“只留”二字各取一半，即“口田”；“礻一”与“口田”最终组合成“福”字。#“福”字的右边由“一”和五个“口”组成。
您既不安心，干脆不留人,1,尔,“您”字不安“心”，就是“你”字；“你”字不留“人”，便成“尔”。
残月云来遮,2,层,“月”字残缺后，成“尸”字。
林务大臣,6,棺,木官。
天晓得#一见立即成知音,3,智,“智”字可拆解为“日知”。#“智”字一见“立”即可重组成“知音”二字。
此字一点点大，莫作头字猜#二人睁两眼,5,夹,“一点点”与“大”组合，可为“夹”字。“莫作头字猜”排除了谜底是“头”的答案。#很形象吧。
丑不露头#是马不象马，像牛不是牛#默许#没有头的牛#看着像牛却是马#一出头就长角#远看一头牛，近看没有头,3,午,“丑”与十二生肖“牛”对应，“牛”字不露头，即“午”。#“午”，是地支的第七位，属“马”。“午”形似“牛”字。#“许”字沉默了，暗示其无“言”。#“牛”字不出头！#“午”马。#“午”一出头就变成“牛”了，一般牛都有一条尾巴两只角。#“午”字形像“牛”；“牛”字不出头，即“午”字。
离席之后又回来#散席之后又重逢#残席撤下又摆上,1,度,“席”字的后半部分离去后，与“又”组合，可成为“度”字。#“席”字的后半部分散去，然后添上“又”，即为“度”字。#把“席”字的下半部分撤下，余下“广廿”；再摆上“又”就是“度”字。
人有百万变轻薄,9,佻,“兆”，数名，等于百万（古代指万亿）。“佻”字义为“轻薄”。
瓦片层层并一起,5,瓶,“瓦”片“并”排在一起。
江畔孤舟溅浪花,6,沁,“江畔”别解为“江”字的一边，取“氵”；“心”字像一叶扁舟和浪花的组合。
两点人来可先猜#狗发脾气,6,狄,“两点”与“人”可组成“火”，“猜”字的先前部分为“犭”，合为“狄”字。#“犭”义通“狗”，“发脾气”提示“火”了。
用火烧汤,6,烫,“火”烧“汤”。
正是需要人才,3,材,“正”别解为符号“十”，“十”要“人才”便构成“材”字。
与人相似,1,以,“以”赠与“人”后组合起来像“似”字。
一去就业#加上了嘴巴，反而说不出#引进人才成大业#一去上边即就业，一去下边就转业,2,亚,“亚”字去掉“一”，就是“业”字。#“亚”加上了“嘴巴（口）”，就“哑”了。#“亚”字引进“人”才可以成为“大业”二字。#“亚”字去掉上边的“一”就是“业”，去掉下边的“一”就是倒转过来的“业”。
浅水之内，藏有宝贝,6,溅,“浅”字之内藏着宝“贝”。
山下月弄影#一对明月，完美无缺，躲在山下，左右分裂#一对明月，完整无缺，落在山下，四分五裂,6,崩,“山”下有一“月”和一“月”影。#“一对明月”即“朋”字，“朋”躲在山下便“崩”了。#“一对明月”即两个“月”（朋），“落在山下”便组成“崩”，“四分五裂”这个字就体现出来了。
张弓射出,1,长,“张”字的“弓”射出了，余下“长”。
娇女出嫁,4,乔,“娇”字的“女”出嫁了，余下“乔”字。
无话不谈#秋前离去秋后回#有水无味，没有就热,4,炎,“炎”字有“话（言）”说，就是“谈”字。#“秋前离去”别解为“秋”字的前半部分离去，剩下“火”；“秋后回”别解为“秋”字的后半部分（火）回来了。#“炎”字有“水”则“淡”。
平易近人好相处#乍看一人不足，其实成双同行,4,伴,“平”字易容后，可成为“半”字；“半”字与“人”相近，即“伴”。“伴”指伙伴，“好相处”才是“伙伴”。#“伴”字乍看是“半人”，其实是有伴侣的。
上海无雨,3,户,“上海”简称“沪”。
困难之中#一个人靠在木头上休息,3,休,“困”和“难”的中间分别是“木”、“人”。#“人”靠着“木”。
查出木马，一一清除,2,吗,“查”字分离出“木”，剩下“旦”，再清除去“一一”，得到“口”字，与“马”组成“吗”字。
贡献大一点,1,南,“南”字与“大一”、“点”组合，成为“献”字。
虚心使人向上#变化,6,仑,“虚”字的心是“七”，把“人”放在“七”的上面。#变“化”。
高低音调八人和,7,煜,“音”字的高低（上下）结构调转过来，变成“昱”字；“八人”可组成“火”字。
且要上去,3,姐,“要上去”别解为“要”字的上面去掉，余下“女”。
两点有人来,2,火,“两点”与“人”组合，可为“火”字。
行又行不得，坐又坐不安#重头戏#又在左边，又在右边，只要成对，绝不单干#两树之间#对半对半，成对有伴#仅仅少了两人#又是左边，又是右边#两个半对，凑成一双,2,双,“行不得”抵消谜面第一句的“行”字，“坐不安”同理抵消“坐”字，余下“又又”，合为“双”字。#“重”别解为“重复”；“戏”字的头部，为“又”。#“双”字的左右两边均为“又”字。#“两树”别指两个树，即“树树”；“树”的中间为“又”。#“对”字取一半，即“又”；两个“对半”，即为“双”字。“双”与“对”的字义相同。#“仅仅”二字少了两个“人”。#“双”字左边一个“又”，右边一个“又”。#“对”的一半取“又”，两个“又”凑成一“双”。
北宋消亡南宋立,10,榇,“宋”字的北部消亡，剩下“木”；“宋”字的南部也是“木”，与“立”合为“亲”。
上帝后裔,2,商,“商”字由“帝”的上半部分，“裔”的后半部分组成。
搬东西,2,投,“搬”字的东西两边重新组合，成为“投”字。
屋旁自有读书声,4,舒,“屋”字义为“舍”；“予”同“余”，义为“自己”。
贪钱被砍头，模样像个贼,6,贱,“贪钱”二字的前头被砍了，剩下“贝戋”，像个“贼”字。
一月一日#十月十日双十节#名声若日月#这边一直到田，那边一直用全#杜鹃啼了暗无声#元旦#太阳月亮交朋友#左边光，右边亮；一边热一边凉，两者同时不露面，合并起来亮堂堂#晴一半，阴一半#一半白天一半晚上,1,明,一个“月”与一个“日”组合，可成为“明”字。#“十月十日”四字节减掉“双十”，剩下“明”字。#“明”字读音与“名”相同，看起来像“日月”。#“明”字的左边“日”加“一直”就是“田”字，右边的“月”添“一直”就是“用”字。#“鹃”字杜绝了“啼”（啼义为“鸣”），剩下“月”；“暗”无了“声”（声义为“音”），余下“日”。#元旦就是“一月一日”！#“日”“月”相交得“明”。#“日”、“月”。#“晴”的一半是“日”，“阴”的一半是“月”。#白天即“日”，晚上即“月”。
配方员#贵贱都有份,3,贝,给“贝”字配一个“方框”，即成为“员”字。#“贵贱”二字都包含“贝”字。
渠水枯竭#叶萌百亩，干可十围#参天大树楼不住#木头好大好大#开渠放水,6,柜,“枯竭”暗示没了“水”。“渠”字没了“水”后，余下“柜”字。#“柜”字可拆解为“巨木”，以“会意法”来扣合。#巨大的木头！#巨木！#“渠”字的“水”放走了，剩下“柜”。
涉水逃遁#一生无邪少缺点#一点不少，一定正确#加上一直，减少一点#正面差一横，下面少去一点,2,步,“涉”字的“水”逃遁了，余下“步”字。#“步”字的上部“止”与“一”组合，即为“正”字，义扣“无邪”。“步”字下部是“少”缺了一点。#“步”字的上半部分添上“一”，即“正”字，下半部分是“少”字减“一点”。#“上”面多一竖，下面“少”一点。#“步”字上面是“正”字少一横，下面“少”字去掉一点。
重复出现#妇女解放翻了身#仙人无踪影#一岁除夕,1,山,“山”字重复后，可显现“出”字。#“妇”字的“女”解放去了，留下“彐”，“彐”翻了个身，即“山”字。#“仙”字的“人”无踪影。#“岁”字除去“山”。
老两口一见就喜爱,6,嗜,“老、口、口”见到“一”便可组成“嗜”字，“嗜”字意为“喜欢”。
竹下伊人去,6,笋,“伊”字的“人”去了，余下“尹”，置于“竹”下，成“笋”字。
人来照镜，猜中请进#转身变成人,1,入,“人”字在镜中，反相显示为“入”。“请进”暗示“入”之意。#“入”字一转身就成“人”。
横竖要见到真人,5,俱,“横竖”可理解为“十”，“十”字若见到“俱”就要成为“真人”。
爱美之心多点点#主动奉献一点爱心#中国上空,3,宝,“爱、美”二字中心分别为“冖、王”，再多“点点”，便构成“宝”字。#“主”字动了一下，变成“玉”字；“爱”字的中心为“冖”；再奉献一“丶”便是“宝”字。#“国”字中间是“玉”，“空”字上半部分为“宀”。
月来胜景#听声音不熟#一去就出丑#笔直一座桥，上立一头牛#一个字二十撇#死对头#一头牛站在独木桥上#星星没露头,1,生,“月”来与“生”合得“胜”。#“生”与“声”的读音相同。“不熟”提示“生”的字义。#“生”字去掉“一”，就是“牛”字，生肖“牛”与地支“丑”相对应。#“笔直一座桥”用象形法扣“一”，“一”上面立头“牛”。#“二”、“十”、“丿”组成“生”字。#“死”的反义词就是“生”。#“独木桥”即“一”，“一”上面站着“牛”。#“星”字的头部（日）没露出来。
一点兴奋,1,几,“几”字加上“一点”，即为“亢”字，别解为“亢奋”。
高头吃一叉，下头挨一耙,6,斋,“文”即一叉，“而”即一耙。
北大荒的地#黑字去掉下面,4,墨,“北大荒”指黑龙江嫩江流域、黑龙江谷地与三江平原广大荒芜地区，是世界三大黑土带之一。“墨”字可拆解为“黑土”。#“去掉下面”别解为“去”字掉了下半部分，剩下“土”。
山西一日游#一来就是二,1,业,“山西”简称“晋”，“晋”字的“一日”仙游了，便剩下“业”字。#“业”字加“一”便是“亚”，“亚”意为次一等，即第“二”。
正月没有初一,3,肯,“正月”两字上下结构结合，“没有初一”即去掉“一”，来源谜语故事《借衣》
围住广寒宫,4,胞,神话传说广寒宫在月中，借以代“月”。
献点爱心得后福,2,富,“爱”字的中心添上“一点”，再与“福”的后半部分组合，可成为“富”字。
请不要动武#学生学字,3,救,求文！#“求”“文（攵）”。
我的心,5,悟,吾心！
又添十口#去之岐山之下居焉,6,吱,“又”字添了“十口”后，成为“吱”字。#“岐”字去掉“山”便是“支”字，“居下”指“居”字下面的“口”，“支”组合“口”便是“吱”字。
即兴之言获称赞,5,誉,“即兴之言”扣“誉”，“称赞”为“誉”的字义。
人说话要诚实#用人纳言总不疑#一笔写就成千言,1,信,“信”字可拆解成“人言”，义扣“人说话”。“诚实”提示“信”的字义。#用“人”纳“言”，合为“信”字。“信”即“不疑”。#“信”加“一”笔，成“千言”。
消灭蚜虫,3,牙,消灭“蚜”字的“虫”，剩下“牙”。
亿人出游#说一是一，说二是二#一到两点便起飞#万万不见人，只知第二名#读时是一，用时是二#用心记忆,5,乙,“亿”字的“人”出游了，留下“乙”字。#“乙”字与“一”读音相似。“乙”，天干的第二位，用于作顺序第二的代称。#“乙”字加上“两点”，便是“飞”字。#“一万万”即“一亿”，“亿”不见“人”，即“乙”，“乙”字义为第二。#“乙”用于作顺序第二的代称，与“一”的读音相似。#“乙”字用“心”后记成“忆”字。
出色的，须先采纳,4,彩,“须”字的先头与“采”可组成“彩”字，“出色的”提示“彩”的字义。
半边印盒,1,命,“印盒”二字各取一半。
下面三扫光#一下见血#一动就出血#等到三回才见面,1,而,谜面别解为“面”字下部的“三”扫光，余下“而”字。#“而”字的“一”下去，可见到“血”字。#“而”字上面的“一”移动到下方，就现出“血”字。#“而”字等到“三”，并与其组合，可成为“面”字。
小山上，落大鸟，神枪手，打掉脚#山顶一只鸟，缩脚看海潮,3,岛,一只“鸟”，落在小“山”上，被神枪手打掉了“鸟脚”。#“山”字上面顶着一只缩脚（一）的“鸟”。
自小离散到江西,6,渺,“自小”二字离散了，变成“目少”；“江西”指“江”字的西边，为“氵”。
绝妙拒女色#绝妙女色要不得,6,纱,“绝妙”二字拒去“女色”，余下“纱”字。#“绝妙”二字的“女色”不要了！
丧失好胜心#养在深闺人未识#弄瓦之喜#女同学,3,姓,失去“好胜”两字的中心部份，得出“姓”字。#谁被养在深闺？是“女”子；“人未识”意为很面“生”。#在古时，“弄瓦之喜”是指家里生了女孩（女生）。#“女”学“生”。
日落枝头#重阳重九两难分#课前不见课后见,1,果,“枝”字的前头是“木”；“日”落在“枝头”，即“果”字。#“重阳”别解为两个“日”，即“田”字；“重九”别解为两个“九”，相加得“十八”，即“木”字。#“课”字的前半部分不见了，只见“课”的后半部分。
鄂赣毗邻处#干部结构要调整,4,障,“鄂赣”二字当中相邻的两个偏旁为“阝”、“章”。#“干部”二字的结构重新调整，可重新构成“障”字。
未见其人#何可废也，以羊易之#从群众中来,6,佯,“未”，地支的第八位，属“羊”。#“何”字右边的“可”废了，取而代之的是“羊”。#分别从“群众”二字取出“亻、羊”。
默记在心上,5,忌,“默”字义为不出声，“默记”暗示“记”字无“言”。
老头又来见皇上#毕业之后又相逢,3,圣,“老”字的头部是“土”，与“又”组合成“圣”字；“圣”别解为“皇上”。#“毕业”二字的后半部分分别为“十、一”，“十一”与“又”相逢在一起，即“圣”字。
虽脱孩子气，依然不活泼,7,氦,“孩”字脱了“子”，为“亥”，加“气”后为“氦”；而氦为惰性气体，是最不活泼的元素。
初看半陶醉，细看已大醉,10,醄,“陶醉”二字各取一半，合为“醄”，“醄”字义为“醉酒”。
重点放在上集,2,准,“集”字的上半部分为“隹”，与“两点（重点）”组合，可成为“准”字。
竹下曲径有人迹,6,笈,“及”字由象形“曲径”和“人”字构成。
工厂开工要招人,8,仄,“工厂”二字把“工”字给开除了，剩下“厂”，再招个“人”就是“仄”。
抽刀断流,3,渐,“渐”字可拆解为“斩水”，与谜面之意相扣。
落点不差,8,艮,“艮”字落上一“点”，即为“良”字。“不差”提示“良”的字义。
成对成双#进入村中就绿化#加一寸，不会错；添一口，不会乐#东汉,1,又,“又”字成对后，就成“双”字。#“又”字进入“村”字中间，成为“树”字，与“绿化”相呼应。#“又”加一“寸”便是“对”，“对”不会错；添一“口”便是“叹”，“叹”不会乐。#“汉”字的东半部分。
农家儿女多淳朴,8,飨,“飨”拆解为“乡人良”。
唐王一去不复返,6,塘,“唐王”二字中的“王”字去掉“一”便形成“塘”字。
此谜无人猜中,5,仲,“仲”字无“人”猜“中”。
四下寻先辈#转眼否定#不丁不卯#柴米油盐都不是,2,罪,“辈”字的先头部分为“非”。#“眼”扣“目”，旋转后可成“罒”；“否”与“非”同义相扣。#“丁”与“卯”分别为天干、地支中的第四位，“罪”为“非四”组成。#四种都不是，意为“四非”，合成“罪”字。
稼轩自传,4,辩,“稼轩”，是南宋词人辛弃疾的号；“辩”字分拆为“辛言辛”。
人文一直挂心上,6,悠,“一直”形扣“|”。
抛开左右寻觅人#抛出东西诱人来#共计四五人,4,仇,“抛”字将左右两部抛离开，余下“九”，与“人”合为“仇”字。#“抛出东西”别解为“抛”字的东西两部不要了，余下“九”，与“人”组合为“仇”字。#“九”个“人”。
猜字对一半#字猜对一半,6,狩,“猜字对”三字各取一半，合为“狩”字。#“字猜对”三字各取一半。
凑满一百万,3,跳,“兆”作为数字单位，指“百万”；“跳”字拆解为“足兆”，别解为“足足一百万”。
云长最先到跟前,6,蹋,“云长”即“关羽”，借扣“羽”；“最”字的先头是“日”；“跟”字的前半部分为“足”。
名君如日至天明#有一天会明白#有火才能煮熟饭，有水才能把田灌，蚕儿吐丝一圈圈，日头出来亮了天,6,尧,“尧”，是上古帝王名，后泛指名君。“尧”与“日”组合，成为“晓”字，即“天明”之意。#“尧”字有一天（日）就会“晓”得了。#“尧”有火是“烧”，有水是“浇”，蚕丝一圈圈“绕”，日出为“晓”。
酉时日落见星星#两点十分来游园#遵命出走,3,尊,“时日落”别解为“时”字的“日”落去，剩下“寸”；“星星”以象形法扣“丷”。#“两点”可写作为“丷”；长度“十分”为一“寸”；“游园”别解为“园”字的笔画游走成为“酉”字。#“遵”命令“走（辶）”出去！
一人提刀月下走,6,逾,“逾”字有“一、人、刀（刂）、月”还有“走（辶）”。
一次参赌人被抓#失败后再来一次,1,资,“者”字义为“人”，“赌人被抓”仅剩下“贝”，一“次”参与进来就是“资”字。#“败”字失去了后半部分，剩下“贝”；“贝”再来一“次”便是“资”字。
抢先喝了一口,5,揭,“抢先”指“抢”字的前半部分（扌），“喝了一口”指“喝”字少了一口（曷）。
石头要出头，莫作右字猜#十斗出头,4,岩,“出头”别解为“出”字的头部，即“山”；“石”头要“山”便是“岩”字。#重量“十斗”折合为一“石”，“出”字的头部是“山”。
种菜除草#一只手在树上,2,采,把“菜”种下，然后将“艹”除掉。#“树”扣“木”，“手”扣“爪（爫）”。
一去就耍#美国小姐#洋婆子,1,要,“要”字的“一”去掉，就成为“耍”字。#“西”方“女”子。#“西”“女”。
步行聚首有滋味#起初是在最下面,3,趣,“步行”扣“走”，“聚”字的首部扣“取”，合成“趣”字。“有滋味”含“趣”之意。#“起”字的初始部分是“走”，“最”字的下面是“取”。
差点着迷，有点着迷,2,述,“述”字差一点就是“迷”字了；“述”字有“点”着“迷”。
陕西省，西安人#一一入火,4,侠,“陕”字的西半部分省略掉，然后在西边安放个“人”。#“一”“一”入了“伙”字。
窗前不要抛东西#三只狡兔,2,究,“窗”字的前头为“穴”；不要“抛”字的东边和西边，余“九”。#俗话说，狡兔三窟。三只狡兔就有“九窟”，“窟”字义扣“穴”。
一半功名一半财,5,贺,“功”、“名”、“财”三字各取一半。
一见就爱上,6,觅,“爱上”别解为“爱”字的上半部分。
背上变黄,6,冀,“背”字的上半部分为“北”，“黄”字发生翻天覆地的变化再与“北”结合。
左一个，右一个，两个一齐来并坐#本来就不聪明#笨头笨脑,5,竹,左一“个”，右一“个”，组合成“竹”字。#“竹”字来了“本”，就是“笨”字。#“笨”的“头脑”，头脑在最上部分。
节约用油#太阳中间插根棍，底部却被月亮啃,8,胄,“用油”二字进行节减，变成“月由”。#太阳即“日”，“日”字中间插上根棍（丨）即“申”，“申”的底部被“月”啃了。
向空中撒大米,3,奥,“向”字的中间空了，形如“丿冂”；“丿冂”再撒上“大米”便组成“奥”字。
白帝城,6,谅,“谅”字可拆解为“言京”。
别后撰文,2,刘,“别”字的后半部分是“刂”，“文”与“攵”相扣。
进言成谜#哑谜,3,迷,“迷”字进“言”，成“谜”字。#“哑谜”，即暗示“谜”字没了“言”，余下“迷”字。
迎头赶上得一百分#退后让一尺,4,迟,“迎”字的前头为“辶”，长度“一百分”可换算为一“尺”。#“退”字后半部分让给了一“尺”。
不准吃,7,馍,“馍”字可拆解成“莫食”。
土木结构#十八加一#左十八来右十一，十八十一在一起，左边给你柴火烧，右边给你粮食吃#平均地权,4,杜,“土木”结构合成“杜”字。#“十八”、“+”、“一”组合成为“杜”字。#左“十、八”是“木”，右“十、一”是“土”。#“地”、“权”两字平均取一半。
一下子#负离子#一见是老鼠,1,了,“子”字的“一”退下，剩“了”。#“负”的符号为“一”，“负（一）”离开了“子”，余下“了”字。#“了”见到“一”，就成为“子”，地支“子”与生肖“鼠”相对应。
东西南北皆逢春,6,楞,“东西南北”是四个方位（四方），“春”属“木”。
分裂之前,2,衣,“裂”字的前半部分分离出去，余下“衣”。
一衣带水近眉山,4,滚,“八”、“厶”分别象形为“眉”和“山”，稍带上“衣”、“水”即构成“滚”字。
叶动心不动#一张口，十颗心#虽有十张口，只有一颗心，要想猜出来，必须动脑筋,1,思,“叶”字动了，变成“田”字；“心”原封不动与“田”组合，可成为“思”字。#一张“口”，“十”颗“心”。#“口”+“十”+“心”，来思考思考吧。
明月当空恰十分#寸草心,1,时,“明”字的“月”字旁空了，剩下“日”，“十分”等于“一寸”。#“草”字的中间心是“日”，“日”组合“寸”就是“时”。
眼前只是一男儿,5,盯,古时称男为“丁”，称女为“口”。
扫除尘土,5,挡,“尘”字去除掉“土”，与“扫”组合，成为“挡”字。
陇西又逢君,6,郡,“陇”字的西部与“君”组合，为“郡”字。
广东音乐,6,粤,“广东”简称“粤”，“粤”与“乐”读音相同，谜面两次扣合谜底。
得天下而附之,1,达,“天”字的下半部分，为“大”；“之”别解为“走之旁”，即“辶”。
古稀之年善结交#打的到西郊#七十乘以六#父亲七十多一点,2,较,“古稀之年”扣“七十”，合为“车”字，与“交”字结合，成为“较”字。#“打的”暗示有“车”。#“七十”合为“车”，“乘”的数学符号为“×”，再与“六”组合可成“较”字。#“七十”组合起来形似“车”字，“车”与“父”组合再多“一点”便是“较”字。
千万别后悔,2,惊,“京”是古代数名，指一千万；“别后悔”别解为“悔”字的后半部分离别去，剩下“忄”。
两人闯入七星阵,4,淡,“丶”像星，“七星”即七个“丶”。
力争二人巧变化#一人无力旁边站，一人有力上边躺，此事并非不公平，只因受损不健康,2,伤,“力”争取到“人人”之后，可巧巧地变化为“伤”字。#“伤”字可拆分为“人、人、力”。
勾结金军，全军覆没,6,钩,“军”与“全军覆没”自行抵消。
倒数第一演后溜#入水反得第一名,3,油,“甲”字义为第一，倒过来就是“由”；“演”字的后半部分溜了，剩下“氵”。#“第一名”即“甲”，“反得第一名”指把第一名（甲）反转得到“由”，“由”入“水”即“油”字。
左边一个太阳，右边一个太阳，站在太阳上，反而不见光,3,暗,“暗”左边为“日”，右边下面也是“日”，“站（立）”在“日”上。
如今红颜不复存#口令传左右，一点无作用,6,吟,“红颜”扣“女”，“如今”二字去掉“女”，剩下“口今”。#“传左右”表明组成方位，以免猜成“含”字。
存心依赖，惰性即来#其心不正须约束,6,懒,“心”与“赖”组合，可为“懒”字。“惰性”提示“懒”的字义。#“其心”即“忄”，“不正”即“负”，再把“束”约到中间。
大江东去又一春,3,潜,“江”字的东半部分去掉，剩下“氵”；“氵”与“大、春”可组成“潜”字。
一贯用心收获大#一分为二看是非#用心一听是风声,4,丰,“用”字的中心与“一”组合，即为“丰”字。“收获大”提示“丰”的字义。#“丰”字从中心一分为二，可看成是“非”字。#“用”字的中心与“一”组合起来，就是“丰”字；“丰”与“风”同声。
女字少三点,8,娑,“女”、“少”、“三点”组成“娑”字。
有水就有生命#千张嘴，千张嘴，要想活，给它水#一字有千口，人人都得有，如果你不信，请你张开口#湖心岛上,5,舌,“舌”字有“水”，即“活”。#一“千”张“口”，给它“水”就是“活”字。#“舌”分别由“千”、“口”组成。#“湖”心即“湖”的中间，便是“古”；“岛”上即为“岛”上方的第一笔，便是“丿”。
世居江西#三十年河西,6,泄,“江”字的西部为“氵”，与“世”组合成“泄”字。#“世”字可分解为“廿十一”，换算为“三十”；“河”字的西部为“氵”。
刚刚到手,4,捕,“甫”义扣“刚刚”，如“年甫弱冠”。
一字入句十日思,6,旬,“一”字入“句”，便是“旬”字；一旬是十日。
读书还须我出手,6,抒,“予”同“余”，字义为“我”；“予”和“手”可组成“抒”字，“抒”与“书”读音相同。
确实不洋#国庆休假,5,填,“填”，以会意法扣合成“真土”。#“国庆”，又称“十一”，合成“土”；“休假”反扣出“真”。
小雨连宵打叶声#夜泊未遇李青莲,4,液,“小雨”扣“氵”，“宵”扣“夜”，“打叶声”提示“液”的读音。#“李青莲”即“李白”，借以扣“白”；“夜泊”去掉“白”，余下“液”。
短处一点一点摆出来#短处一点一点克服掉#短了一点又一点,1,知,“短”字的“一点一点”摆出来不要了，剩下“知”字。#“短”字把“一点一点”处理掉，剩下“知”。#“短”字少了“一点”又“一点”，便成就了“知”字。
枯泉#百里挑一#怕是不用心#一百减一不等于九十九#石变色#百度一下就明了#南面有水清又清，西面有水船不行#伯父隔壁没人住#九十九,1,白,“枯泉”可理解成“泉”字没了“水”，余下“白”。#在“百”字里挑去“一”，余下“白”字。#“怕”字不用“心”，即“白”。#一“百”减去“一”，等于“白”。#“石”字可变化成“白”字，“白”别指白色。#“百”字将“一”撤下置之度外，就是“白”字，“明”与“白”字义相通。#“白”字的南面有“水”即“泉”字，西面有“水”即“泊”字。#“伯”旁边没人即“白”。#差“一”就是百。
点点滴滴，左右开弓#左点点右点点专用弓,3,弱,“弱”由左右两个“弓”和“点点滴滴”构成。#“弱”左两点，右两点，带着弓。
缺乏动力#一一上台作演讲#一到室内就讲话#欲动而力不足#会散人去#个个参加运动会#运动员,2,云,“动”字缺乏“力”，剩下“云”字。#“台”字的上半部分，为“厶”，与“一一”组合成“云”字；“云”字义为“说话”。#“室”字的内心，为“一厶”，与“一”结合为“云”字；“云”字义为“说话”。#“动”没“力”即“云”。#“会”字的“人”散去了。#“运动会”三字都有“云”参加。#“云”是“运动”的一员。
节前调休#柳畔花前人相会,4,茶,“节”字的前半部分为“艹”，与调整后的“休”字组合，成“茶”字。#“柳”字的一边取“木”，“花”字的前头为“艹”，再与“人”相会便是“茶”字。
灵活变化,6,灿,“灵”字的笔画结构变化，可成“灿”字。
半途而废#剩下二小人#自小两人合我意#存上一笔现金,2,余,废掉“途”字的一半，还剩下“余”字。#“二小人”组合，可为“余”字。“剩下”提示“余”的字义。#“两”字义扣“二”，与“小人”可组合成“余”字；“余”与“我”的字义相扣。#“余”字添上一笔，形似“金”字。
